DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
GDSC1,342,15631058,753592,LXF-289,SIDM00339,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.907698,0.527226,0.138289,-1.352766
GDSC1,342,15631451,753594,MS-1,SIDM00245,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.218832,0.930315,0.090299,0.632483
GDSC1,342,15631838,753595,MZ1-PC,SIDM00053,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.425111,0.828644,0.118748,0.128495
GDSC1,342,15632233,753596,MZ7-mel,SIDM00516,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.197235,0.907546,0.172289,0.618769
GDSC1,342,15632659,753599,NCI-H1304,SIDM00648,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.25293,0.981934,0.045259,1.92407
GDSC1,342,15633053,753600,NCI-H1563,SIDM00751,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.133763,0.79628,0.248941,-0.056502
GDSC1,342,15633407,753604,NCI-H292,SIDM00493,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.010811,0.510032,0.10455,-1.418239
GDSC1,342,15633759,753605,NCI-H510A,SIDM00927,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.502337,0.589422,0.213405,-1.095374
GDSC1,342,15634046,753607,NCI-H835,SIDM01133,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.37865,0.988882,0.032174,2.003899
GDSC1,342,15634241,753608,PC-14,SIDM00237,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.380516,0.755941,0.090657,-0.383053
GDSC1,342,15634603,753610,SBC-3,SIDM00367,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.581143,0.416305,0.096013,-1.780382
GDSC1,342,15634955,753612,SK-MM-2,SIDM00391,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.03504,0.950209,0.104323,1.150749
GDSC1,342,15635338,753614,TE-15,SIDM00249,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.215502,0.895033,0.095,0.630368
GDSC1,342,15635725,753615,U-266,SIDM00417,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.556272,0.945735,0.084129,0.846746
GDSC1,342,15636093,753616,BE2-M17,SIDM01229,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.541601,0.728631,0.109095,-0.485337
GDSC1,342,15636479,753618,KELLY,SIDM01009,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.101693,0.658921,0.114033,-0.840978
GDSC1,342,15636868,753620,SIMA,SIDM00395,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.017557,0.509506,0.153164,-1.422523
GDSC1,342,15637261,753621,TE-1,SIDM00369,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.291448,0.97384,0.078826,1.948528
GDSC1,342,15637656,753622,TE-10,SIDM00349,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.128194,0.904113,0.037572,0.57493
GDSC1,342,15638045,753623,TE-8,SIDM00326,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.458283,0.592818,0.101182,-1.067401
GDSC1,342,15638437,753624,CAPAN-1,SIDM00934,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.559677,0.715728,0.203103,-0.496815
GDSC1,342,15638757,905933,OVCAR-3,SIDM00105,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.796357,0.867064,0.145907,0.364225
GDSC1,342,15639110,905934,PC-3,SIDM00088,PRAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.678519,0.698291,0.201271,-0.572275
GDSC1,342,15639456,905935,DU-145,SIDM00120,PRAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.502045,0.963043,0.103245,1.447283
GDSC1,342,15639801,905936,HCT-116,SIDM00783,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.261644,0.633349,0.101233,-0.942541
GDSC1,342,15640145,905937,HCT-15,SIDM00789,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.170805,0.815246,0.112055,-0.032981
GDSC1,342,15640488,905938,HL-60,SIDM00829,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.498521,0.866312,0.125937,0.175108
GDSC1,342,15640873,905939,HT-29,SIDM00136,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.367945,0.821773,0.105396,0.092196
GDSC1,342,15641234,905940,K-562,SIDM00791,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.1176,0.903798,0.20916,0.568204
GDSC1,342,15641627,905941,NCI-H226,SIDM00139,LUSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.810387,0.888226,0.051085,0.373133
GDSC1,342,15642021,905942,NCI-H23,SIDM00138,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.325663,0.621117,0.186145,-0.983191
GDSC1,342,15642408,905943,NCI-H460,SIDM00144,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.497462,0.595105,0.068042,-1.092279
GDSC1,342,15643077,905945,T47D,SIDM00097,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.724913,0.89455,0.067583,0.953828
GDSC1,342,15643422,905946,MCF7,SIDM00148,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.430439,0.847921,0.066663,0.131878
GDSC1,342,15643767,905947,786-0,SIDM00125,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.452158,0.756922,0.237876,-0.428544
GDSC1,342,15644113,905948,A498,SIDM00124,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.712364,0.811969,0.120172,0.310892
GDSC1,342,15644498,905949,A549,SIDM00903,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.818427,0.537815,0.155827,-1.296081
GDSC1,342,15644857,905950,ACHN,SIDM00123,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.915269,0.668481,0.090882,-0.722604
GDSC1,342,15645200,905951,BT-549,SIDM00122,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.455722,0.828888,0.16066,0.147932
GDSC1,342,15645924,905954,SK-MEL-28,SIDM00081,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.25271,0.774602,0.040624,-0.3019
GDSC1,342,15646273,905955,SK-MEL-2,SIDM00082,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.630776,0.715904,0.116011,-0.54196
GDSC1,342,15646675,905956,SK-MEL-5,SIDM00080,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.427013,0.903972,0.122622,0.764671
GDSC1,342,15647019,905957,Hs-578-T,SIDM00135,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.14024,0.778548,0.157005,-0.230486
GDSC1,342,15647372,905958,MOLT-4,SIDM00145,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.47408,0.432271,0.087158,-1.7124
GDSC1,342,15647757,905959,SK-OV-3,SIDM00079,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.285879,0.801342,0.068711,0.040087
GDSC1,342,15648102,905960,MDA-MB-231,SIDM00146,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.872584,0.680204,0.115064,-0.695501
GDSC1,342,15648448,905961,COLO-205,SIDM00826,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.458995,0.976429,0.060838,1.419947
GDSC1,342,15648791,905962,SW620,SIDM00841,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.157073,0.644055,0.104635,-0.876143
GDSC1,342,15649152,905963,CAKI-1,SIDM00941,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.161914,0.488935,0.143166,-1.514185
GDSC1,342,15649500,905964,RPMI-8226,SIDM00087,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.896794,0.961943,0.109765,1.062967
GDSC1,342,15649887,905965,SR,SIDM00096,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.212212,0.792421,0.082636,-0.276185
GDSC1,342,15650278,905967,NCI-H322M,SIDM00117,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,4.457707,0.980784,0.039324,2.689066
GDSC1,342,15650663,905968,IGROV-1,SIDM00151,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.413736,0.899909,0.096401,0.75624
GDSC1,342,15650992,905969,OVCAR-5,SIDM00091,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.498006,0.583813,0.085365,-1.092624
GDSC1,342,15651337,905970,EKVX,SIDM00119,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,4.3953,0.961574,0.076082,2.64944
GDSC1,342,15651730,905971,HCC2998,SIDM00118,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.743676,0.705262,0.101239,-0.613648
GDSC1,342,15652097,905972,HOP-62,SIDM00133,LUAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.656751,0.409661,0.114723,-1.828391
GDSC1,342,15652481,905973,HOP-92,SIDM00134,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.131327,0.632867,0.125049,-0.859794
GDSC1,342,15652773,905974,LOXIMVI,SIDM00149,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.838233,0.538432,0.088213,-1.308658
GDSC1,342,15653171,905975,M14,SIDM00003,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.693275,0.700692,0.087986,-0.581645
GDSC1,342,15653516,905976,UACC-62,SIDM00107,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.440643,0.750377,0.061423,-0.421232
GDSC1,342,15653865,905977,UACC-257,SIDM00108,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.624886,0.848876,0.119388,0.255345
GDSC1,342,15654252,905978,RXF393,SIDM00086,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.357932,0.716814,0.139075,-0.368713
GDSC1,342,15654644,905979,SN12C,SIDM00094,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.343407,0.74205,0.088623,-0.35949
GDSC1,342,15654992,905980,TK10,SIDM00113,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.625639,0.844654,0.077362,0.255824
GDSC1,342,15655382,905981,U031,SIDM00112,KIRC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.149191,0.817229,0.057846,-0.046706
GDSC1,342,15655725,905982,SNB75,SIDM00095,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.984214,0.919537,0.051745,1.118476
GDSC1,342,15656118,905983,U251,SIDM00111,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.040703,0.818225,0.100077,-0.115592
GDSC1,342,15656464,905984,SF539,SIDM00083,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.500906,0.75458,0.113037,-0.459497
GDSC1,342,15656848,905985,SF295,SIDM00084,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.345836,0.92163,0.053191,0.713126
GDSC1,342,15657201,905986,SF268,SIDM00085,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.758079,0.696902,0.163916,-0.622794
GDSC1,342,15657595,905989,KM12,SIDM00150,COREAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.22436,0.900258,0.056119,0.635992
GDSC1,342,15657987,905990,OVCAR-4,SIDM00092,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.933089,0.842624,0.062403,0.451045
GDSC1,342,15658379,905991,OVCAR-8,SIDM00090,OV,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.672559,0.566282,0.128995,-1.203459
GDSC1,342,15658731,906693,BxPC-3,SIDM00132,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.992943,0.890451,0.106671,0.48905
GDSC1,342,15659077,906696,BHT-101,SIDM00987,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.989116,0.357214,0.090667,-2.039432
GDSC1,342,15659430,906746,Becker,SIDM00490,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.064751,0.782842,0.061262,-0.182552
GDSC1,342,15659821,906763,BE-13,SIDM01245,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.602332,0.725472,0.143548,-0.523899
GDSC1,342,15660207,906765,ARH-77,SIDM00900,MM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.554461,0.945022,0.042326,0.845596
GDSC1,342,15660592,906790,AGS,SIDM00850,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.317884,0.771681,0.1458,-0.343283
GDSC1,342,15661251,906792,A2058,SIDM00797,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.631089,0.57273,0.064568,-1.177127
GDSC1,342,15661542,906793,A375,SIDM00795,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.120704,0.493101,0.111418,-1.488018
GDSC1,342,15661903,906794,A253,SIDM00796,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.081204,0.807777,0.092827,-0.089875
GDSC1,342,15662297,906795,8305C,SIDM00997,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.082638,0.879201,0.056079,0.546003
GDSC1,342,15662650,906797,647-V,SIDM00983,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.143668,0.815058,0.102725,-0.050213
GDSC1,342,15662997,906798,639-V,SIDM00999,BLCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.721023,0.901156,0.148318,0.316389
GDSC1,342,15663351,906800,697,SIDM01076,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-4.70264,0.105342,0.048793,-3.127466
GDSC1,342,15663734,906801,BT-20,SIDM00893,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.701751,0.983848,0.031252,2.209058
GDSC1,342,15664085,906804,A2780,SIDM00210,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.354496,0.614302,0.123387,-1.0015
GDSC1,342,15664783,906807,CRO-AP2,SIDM00952,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.58312,0.741539,0.069272,-0.5117
GDSC1,342,15664958,906808,COR-L88,SIDM00506,SCLC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.670785,0.973286,0.102325,2.189395
GDSC1,342,15665343,906812,COLO-824,SIDM00954,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.351454,0.962383,0.065466,1.351662
GDSC1,342,15665730,906813,COLO-800,SIDM00515,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.773569,0.705177,0.048066,-0.632629
GDSC1,342,15666118,906814,COLO-792,SIDM00140,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.848371,0.675929,0.199195,-0.680126
GDSC1,342,15666426,906817,COLO-680N,SIDM00956,ESCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.186919,0.947118,0.080696,1.247187
GDSC1,342,15666772,906818,COLO-679,SIDM00284,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.259226,0.81451,0.050152,0.023163
GDSC1,342,15667118,906820,CHP-212,SIDM00910,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.301847,0.309817,0.107702,-2.238006
GDSC1,342,15667439,906821,CFPAC-1,SIDM00130,PAAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.38523,0.744938,0.192377,-0.386046
GDSC1,342,15667785,906824,Ca-Ski,SIDM00923,CESC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.208125,0.762723,0.143072,-0.27359
GDSC1,342,15668308,906826,CAL-120,SIDM00940,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.346869,0.808925,0.128658,0.078813
GDSC1,342,15668655,906827,CAL-72,SIDM00930,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.219335,0.787853,0.175693,-0.002167
GDSC1,342,15669002,906828,CAL-62,SIDM00931,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.509087,0.744002,0.061267,-0.464691
GDSC1,342,15669345,906830,C32,SIDM00890,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-2.32965,0.465929,0.096196,-1.620692
GDSC1,342,15669703,906831,Daudi,SIDM00845,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.510609,0.982463,0.049379,1.45272
GDSC1,342,15670094,906832,DB,SIDM00886,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.226117,0.619423,0.105654,-0.919983
GDSC1,342,15670474,906833,Daoy,SIDM00887,MB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.461508,0.757859,0.152094,-0.43448
GDSC1,342,15670818,906834,D-283MED,SIDM00888,MB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.810953,0.544537,0.134416,-1.291335
GDSC1,342,15671205,906835,DBTRG-05MG,SIDM00867,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.344534,0.80379,0.153551,0.077331
GDSC1,342,15671553,906836,DEL,SIDM00949,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.685351,0.911057,0.180034,0.293739
GDSC1,342,15671937,906837,Detroit562,SIDM00831,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.379529,0.85259,0.069833,0.099551
GDSC1,342,15672285,906838,DG-75,SIDM00948,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.161807,0.907275,0.193101,0.596273
GDSC1,342,15672678,906839,DK-MG,SIDM00947,GBM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.613588,0.896753,0.071159,0.88314
GDSC1,342,15673025,906841,DJM-1,SIDM00281,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.519611,0.861309,0.065716,0.188499
GDSC1,342,15673386,906842,DOHH-2,SIDM00981,DLBC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.114531,0.836454,0.092216,-0.068714
GDSC1,342,15673566,906843,DoTc2-4510,SIDM00864,CESC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.332368,0.845625,0.114682,0.069606
GDSC1,342,15673904,906844,DU-4475,SIDM01001,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.096128,0.663921,0.145306,-0.837444
GDSC1,342,15674287,906846,EB2,SIDM00863,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.893631,0.989964,0.026389,1.695927
GDSC1,342,15674674,906847,EB-3,SIDM00793,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.325784,0.979496,0.02423,1.970331
GDSC1,342,15675056,906848,ECC10,SIDM00280,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.349118,0.909964,0.129282,0.71521
GDSC1,342,15675431,906851,EFM-19,SIDM01056,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.462063,0.802794,0.117887,0.151958
GDSC1,342,15675775,906852,EFO-27,SIDM01051,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.572303,0.830721,0.133639,0.221957
GDSC1,342,15676123,906854,EHEB,SIDM01049,CLL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,3.474902,0.967635,0.026644,2.065016
GDSC1,342,15676418,906855,EM-2,SIDM01047,LCML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.90039,0.526459,0.104262,-1.348125
GDSC1,342,15676803,906856,EoL-1-cell,SIDM00277,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.383505,0.762564,0.088782,-0.384951
GDSC1,342,15677184,906861,ETK-1,SIDM00276,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.275375,0.825234,0.092885,0.033417
GDSC1,342,15677578,906862,EVSA-T,SIDM01042,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.506205,0.749691,0.113307,-0.462861
GDSC1,342,15677969,906863,FADU,SIDM00860,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.034143,0.810666,0.183645,-0.119758
GDSC1,342,15678294,906864,FTC-133,SIDM00213,THCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.144488,0.816081,0.085606,-0.049692
GDSC1,342,15678621,906865,G-361,SIDM00857,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.511099,0.866632,0.182327,0.183094
GDSC1,342,15678962,906868,GAMG,SIDM01055,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.96693,0.672024,0.067002,-0.755407
GDSC1,342,15679310,906869,GCIY,SIDM00274,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.766401,0.86635,0.063451,0.345203
GDSC1,342,15679597,906870,GDM-1,SIDM01057,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.949656,0.974154,0.029776,1.731502
GDSC1,342,15679979,906871,GI-1,SIDM00273,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.191114,0.644733,0.196648,-0.897757
GDSC1,342,15680370,906872,GI-ME-N,SIDM00227,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.471292,0.820521,0.056317,0.157818
GDSC1,342,15680764,906875,GOTO,SIDM00544,NB,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.804002,0.682521,0.111123,-0.651953
GDSC1,342,15681149,906877,GR-ST,SIDM01259,ALL,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.462874,0.585026,0.106354,-1.070316
GDSC1,342,15681541,906999,GCT,SIDM00853,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.232938,0.635306,0.079811,-0.924314
GDSC1,342,15681883,907000,ESS-1,SIDM01043,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.053542,0.925073,0.065518,0.527529
GDSC1,342,15682227,907042,H4,SIDM00852,LGG,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.258633,0.633148,0.10844,-0.94063
GDSC1,342,15682572,907043,H9,SIDM01251,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.008809,0.671863,0.110704,-0.781999
GDSC1,342,15682955,907044,HC-1,SIDM01073,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.21422,0.921672,0.14436,0.629554
GDSC1,342,15683340,907045,HCC1419,SIDM00882,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.709347,0.839507,0.138499,0.308976
GDSC1,342,15683692,907046,HCC1569,SIDM00878,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,2.1785,0.939752,0.104297,1.241842
GDSC1,342,15684046,907047,HCC1806,SIDM00875,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-1.57478,0.582817,0.138653,-1.141373
GDSC1,342,15684391,907048,HCC70,SIDM00673,BRCA,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,1.07618,0.898563,0.142203,0.541903
GDSC1,342,15684737,907051,HEC-1,SIDM00596,UCEC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.474344,0.869728,0.042664,0.159756
GDSC1,342,15685092,907053,HEL,SIDM00594,LAML,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-3.590424,0.248073,0.075171,-2.421243
GDSC1,342,15685478,907055,HGC-27,SIDM00290,STAD,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.994252,0.684096,0.1525,-0.772756
GDSC1,342,15685804,907056,HH,SIDM00671,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.478101,0.814438,0.092649,0.162142
GDSC1,342,15686189,907057,HLE,SIDM00064,LIHC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,0.100333,0.808696,0.109632,-0.077729
GDSC1,342,15686535,907058,HMV-II,SIDM00291,SKCM,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.712496,0.689939,0.181273,-0.59385
GDSC1,342,15686870,907060,HOS,SIDM00806,UNCLASSIFIED,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.613601,0.731362,0.113665,-0.531055
GDSC1,342,15687213,907061,HSC-3,SIDM00589,HNSC,1006,Cytarabine,Antimetabolite,Other,1046,Y,0.007813,2.0,-0.918946,0.692496,0.109979,-0.724939
